"","SRR1033183","SRR1033278","SRR1033010","SRR1033228","SRR1033161","SRR1032930","SRR1032912","SRR1032941","SRR1033275","SRR1032971","SRR1032972","SRR1032981","SRR1032945","SRR1032948","SRR1032953","SRR1032982","SRR1032924","SRR1032964","SRR1032985","SRR1032989"
"SLC25A12",0,6,0,0,0,15,0,0,7,0,2,0,46,1,0,5,4,28,18,0
"SLC25A13",1,9,0,0,0,0,3,9,11,14,0,11,5,8,0,6,8,0,0,0
"SLC25A14",10,0,327,3,7,1,1,0,0,0,0,6,148,3,0,0,0,0,0,24
"SLC25A15",0,1,0,7,0,0,25,19,20,0,20,0,0,5,5,24,13,1,1,2
"SLC25A16",2,0,0,0,0,0,0,0,0,1,0,0,0,12,0,13,6,7,2,17
"SLC25A17",109,19,0,0,0,1,16,1,94,0,26,55,66,115,14,99,1,2,31,0
"SLC25A18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A19",27,0,1,0,14,1,2,1,0,0,0,1,0,36,0,50,0,0,0,0
"SLC25A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A20",0,0,0,2,192,0,2,1,0,0,4,0,0,0,0,0,3,0,0,0
"SLC25A21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0
"SLC25A22",0,0,0,0,0,0,0,0,13,0,1,1,5,5,6,1,0,0,0,8
"SLC25A23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A24",4,37,81,11,4,3,19,53,2,195,31,2,24,41,4,18,32,81,19,36
"SLC25A25",4,0,9,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
"SLC25A26",0,0,3,14,96,64,8,16,2,0,2,0,102,0,2,110,0,22,0,92
"SLC25A27",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SLC25A28",0,88,0,0,0,0,0,0,0,0,0,0,5,74,19,16,0,0,3,1
"SLC25A29",0,1,0,0,0,0,1,2,0,0,14,1,0,0,2,4,11,0,0,0
"SLC25A3",277,230,546,286,219,566,423,391,518,267,458,146,513,436,150,18,940,79,187,458
"SLC25A30",0,8,0,3,0,0,0,7,0,0,4,0,0,0,0,4,0,0,0,0
"SLC25A31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A32",1,13,1,17,0,16,0,5,5,66,0,86,0,81,25,3,7,101,0,153
"SLC25A33",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A34",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A35",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9
"SLC25A36",0,0,14,1,0,0,10,65,0,2,40,1,3,4,0,1,1,1,3,10
"SLC25A37",202,0,0,106,32,302,113,67,17,121,2,12,163,81,95,135,24,6,94,336
"SLC25A38",0,0,0,1,0,0,0,0,1,0,93,1,1,79,0,1,140,16,140,9
"SLC25A39",0,0,232,1,4,69,327,0,33,33,9,105,92,54,1,26,8,56,9,30
"SLC25A3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A4",0,0,0,0,0,0,0,0,58,0,0,0,0,16,36,0,2,48,0,33
"SLC25A40",0,0,0,1,0,9,0,0,30,0,22,1,0,6,0,0,0,0,0,1
"SLC25A41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A42",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SLC25A43",0,0,0,0,0,0,2,0,57,0,0,0,0,0,0,3,0,6,22,0
"SLC25A44",2,0,0,4,1,0,14,0,41,0,0,0,0,2,3,0,2,1,0,14
"SLC25A45",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"SLC25A46",1,130,0,0,0,0,3,21,61,1,5,0,166,2,0,45,38,0,5,0
"SLC25A47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A5",2177,1144,1114,1604,716,1788,1518,1584,1376,530,2175,1318,911,2274,700,2509,1566,1985,2970,1325
"SLC25A5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A51",0,1,0,6,0,22,0,4,1,0,7,17,52,3,11,37,0,0,0,0
"SLC25A51P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A53",0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC25A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A11",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A2",0,0,0,11,13,0,5,1,3,0,0,10,0,2,10,8,6,7,0,161
"SLC26A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A4",0,1,0,2,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
"SLC26A4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A6",1,12,0,1,0,0,0,0,0,0,3,0,15,0,0,0,0,71,0,79
"SLC26A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC27A1",0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
"SLC27A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC27A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC27A4",0,13,0,0,0,0,0,0,34,0,0,0,0,0,0,8,0,0,0,32
"SLC27A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC27A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC28A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC28A2",0,1,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"SLC28A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC29A1",17,126,379,2,3,1,211,60,65,14,85,4,27,52,80,5,0,71,0,182
"SLC29A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC29A3",0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,20,0,0,2,0
"SLC29A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A1",54,41,2,25,0,0,2,45,0,151,10,1,0,26,35,67,9,0,10,12
"SLC2A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A10",0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,23,0,0,0,0
"SLC2A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A12",0,0,0,6,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0
"SLC2A13",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,19,0,9,0
"SLC2A14",0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0
"SLC2A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A3",0,46,5,2,18,26,3,6,23,0,127,0,4,49,14,41,6,0,2,22
"SLC2A4",0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"SLC2A4RG",0,8,0,1,0,1,18,6,11,0,1,0,1,3,3,0,0,0,0,0
"SLC2A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A6",0,54,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12
"SLC2A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A8",0,0,78,20,7,0,0,0,0,0,0,0,0,0,11,0,0,0,98,0
"SLC2A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A1",0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"SLC30A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A3",0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0
"SLC30A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A5",0,1,0,25,0,1,1,5,24,0,1,4,0,3,0,0,9,0,26,1
"SLC30A6",84,0,0,22,0,29,0,2,0,0,0,53,0,0,0,39,19,1,0,56
"SLC30A7",7,74,0,146,189,66,44,58,128,23,135,90,12,59,80,37,24,66,66,16
"SLC30A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A9",2,149,0,35,58,55,148,159,88,55,27,32,20,1,71,13,25,27,0,55
"SLC31A1",35,3,0,22,38,0,2,42,57,51,11,0,1,39,73,45,45,11,24,36
"SLC31A2",327,27,16,0,40,79,4,115,91,17,44,0,73,1,2,113,0,1,35,21
"SLC32A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC33A1",0,0,0,25,237,2,4,1,0,37,7,0,0,20,1,6,0,1,1,0
"SLC34A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC34A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC34A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35A1",0,0,0,0,0,0,0,0,4,0,0,0,29,13,22,86,56,0,0,0
"SLC35A2",1,0,0,0,103,0,55,0,2,0,4,4,0,42,5,0,0,0,44,0
"SLC35A3",0,21,0,0,0,0,0,0,0,0,0,22,2,1,1,1,0,0,0,0
"SLC35A4",13,45,12,25,0,178,26,4,12,19,57,174,57,1,0,23,8,0,7,180
"SLC35A5",18,2,5,7,5,0,88,9,96,4,4,116,0,4,5,18,1,60,0,0
"SLC35B1",644,133,474,0,94,91,246,359,134,42,121,92,34,220,177,192,239,119,69,77
"SLC35B2",0,0,302,3,57,2,1,5,0,0,60,0,6,19,17,26,14,7,27,59
"SLC35B3",118,0,0,18,1,1,1,2,0,0,10,0,66,67,0,30,4,1,0,0
"SLC35B4",37,6,0,7,39,49,9,32,53,68,3,0,22,43,17,44,9,2,0,7
"SLC35C1",0,0,0,1,2,93,8,66,0,0,0,0,0,53,45,0,0,0,0,10
"SLC35C2",0,7,76,0,25,69,0,1,96,1,49,0,7,30,0,0,0,0,0,0
"SLC35D1",5,0,0,2,3,0,1,3,3,1,6,4,10,7,35,8,1,0,0,0
"SLC35D2",0,0,0,0,18,0,9,0,0,2,1,0,0,34,0,0,0,0,0,0
"SLC35D3",0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35E1",0,0,0,65,17,1,10,0,47,7,2,65,25,9,0,19,7,0,2,1
"SLC35E2",0,0,31,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,49
"SLC35E2B",0,1,11,1,0,0,0,0,0,3,9,0,0,1,7,0,0,0,1,1
"SLC35E3",39,0,42,32,65,3,0,0,23,0,0,14,1,10,9,0,0,0,1,0
"SLC35E4",0,0,0,0,0,0,0,17,11,0,0,0,0,6,0,0,44,0,0,0
"SLC35F1",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC35F2",0,0,0,0,69,78,134,13,129,8,54,78,53,148,93,84,93,230,42,304
"SLC35F3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35F4",0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC35F5",0,1,0,6,0,0,14,5,4,0,0,0,3,24,0,5,10,0,10,0
"SLC35F6",53,49,0,12,35,12,0,30,40,11,5,13,0,19,8,2,40,10,11,6
"SLC35G1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35G2",0,0,0,80,0,1,0,0,170,0,116,0,0,45,0,37,163,57,0,10
"SLC35G3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35G6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC36A1",0,0,0,3,4,0,0,31,0,0,0,0,0,1,0,0,0,0,5,0
"SLC36A2",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC36A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC36A4",0,0,0,61,7,0,0,2,0,0,0,0,100,5,6,18,19,0,1,54
"SLC37A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC37A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC37A3",0,0,0,13,15,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0
"SLC37A4",0,0,0,0,0,41,0,0,68,0,0,24,0,0,0,0,0,0,0,118
"SLC38A1",22,57,20,16,116,0,24,34,3,93,80,14,80,46,63,163,5,115,69,33
"SLC38A10",0,0,0,9,0,0,18,0,0,0,0,0,0,0,3,0,0,17,0,0
"SLC38A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC38A2",57,276,12,453,407,232,141,318,334,490,212,273,99,227,361,411,420,108,213,232
"SLC38A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC38A4",0,0,0,0,0,4,2,15,0,26,3,14,7,68,0,35,2,0,0,0
"SLC38A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC38A6",0,31,354,24,29,22,15,9,153,57,128,0,5,15,16,54,10,1,176,1
"SLC38A7",0,0,0,8,0,26,1,0,0,0,16,33,0,1,0,0,2,0,0,1
"SLC38A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC38A9",0,0,0,0,0,0,0,0,0,0,27,0,124,0,0,0,1,0,0,3
"SLC39A1",10,0,0,9,0,120,39,55,0,0,1,47,1,87,0,1,2,0,54,5
"SLC39A10",1,68,72,162,45,14,30,145,76,62,44,0,103,49,52,28,1,29,49,112
"SLC39A11",0,60,0,19,28,64,14,0,68,0,64,204,78,1,11,21,52,0,23,65
"SLC39A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A13",0,0,0,1,0,5,2,5,4,4,3,0,12,2,0,1,6,0,0,4
"SLC39A14",0,0,0,0,62,0,14,0,4,6,0,0,1,0,0,21,0,22,13,7
"SLC39A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A3",10,0,0,0,4,6,19,1,1,0,9,0,16,1,0,0,12,0,0,0
"SLC39A4",0,2,35,2,0,3,0,0,0,0,3,0,3,1,12,0,2,0,0,4
"SLC39A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A6",63,93,212,43,24,11,7,157,18,53,102,18,1,7,31,90,0,16,23,21
"SLC39A7",1,17,0,3,20,1,3,60,88,3,0,1,0,33,1,6,98,1,25,8
"SLC39A8",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"SLC39A9",143,109,171,116,132,47,100,152,156,0,149,120,23,81,95,193,0,67,10,201
"SLC3A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC3A2",56,0,238,93,59,84,123,88,120,1,1,22,5,84,116,144,23,0,83,7
"SLC40A1",74,78,8,0,0,1,17,0,0,0,0,0,8,0,0,0,0,0,0,0
"SLC41A1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SLC41A2",1,13,0,10,4,10,1,0,13,0,0,6,16,10,10,6,0,13,6,0
"SLC41A3",183,0,116,73,0,0,3,0,0,0,29,0,0,0,62,62,0,0,0,197
"SLC43A1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,6,0,0,11
"SLC43A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC43A3",1,93,58,2,7,166,58,5,18,160,41,42,0,175,3,93,2,35,106,0
"SLC44A1",0,52,71,15,0,0,2,0,40,3,8,28,2,23,6,2,0,24,2,0
"SLC44A2",84,41,0,0,44,37,152,42,7,5,12,8,0,13,24,55,26,261,0,3
"SLC44A3",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC44A4",0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC44A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC45A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC45A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC45A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC45A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC46A1",0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC46A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC46A3",0,0,0,7,0,48,0,4,0,0,0,0,0,0,59,0,0,0,0,0
"SLC47A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"SLC47A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC48A1",64,0,0,40,101,6,8,0,31,0,92,0,88,33,0,1,0,52,89,120
"SLC4A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A1AP",49,7,56,84,29,68,0,8,4,0,58,106,5,17,94,2,31,1,0,0
"SLC4A2",0,0,0,28,12,0,2,13,9,0,1,0,2,7,4,0,0,0,18,12
"SLC4A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A4",6,0,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SLC4A5",0,14,0,2,0,1,0,0,0,0,0,1,0,3,0,21,0,0,0,0
"SLC4A7",1,11,0,47,27,21,3,0,25,3,2,9,1,11,0,17,1,70,0,0
"SLC4A8",7,1,4,0,12,0,0,0,0,0,0,0,0,5,4,0,0,2,0,0
"SLC4A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC50A1",43,2,0,21,0,2,3,138,124,0,3,0,27,101,0,71,104,9,0,0
"SLC51A",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC51B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC52A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC52A2",0,0,0,0,1,30,2,0,0,0,2,0,4,94,0,29,0,51,0,0
"SLC52A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC5A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A3",37,0,0,56,0,6,0,1,9,1,4,1,0,0,5,4,0,0,0,0
"SLC5A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A6",0,19,0,0,0,40,0,0,30,70,0,0,3,3,0,71,0,0,0,39
"SLC5A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A10P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A14",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A15",0,0,0,6,0,85,0,0,114,0,1,0,19,61,101,43,0,11,0,0
"SLC6A16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A4",0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC6A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A6",1,13,0,18,2,0,0,1,0,0,0,2,0,0,0,3,0,3,0,1
"SLC6A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A8",0,0,0,0,0,8,0,0,0,0,5,0,42,0,0,2,0,0,0,0
"SLC6A9",0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A1",0,29,7,0,19,0,18,6,21,3,9,2,15,3,17,9,0,18,7,3
"SLC7A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A11",0,1,0,87,207,0,1,0,0,0,9,24,0,8,19,1,0,0,8,13
"SLC7A11-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A14",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A2",23,0,0,0,0,1,2,23,0,11,2,0,14,19,0,16,4,1,0,0
"SLC7A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A5",1,10,0,3,44,2,1,0,6,5,0,0,0,0,0,3,0,6,0,0
"SLC7A5P1",0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A5P2",7,7,17,7,2,0,0,11,2,0,0,0,0,0,0,0,0,0,4,0
"SLC7A6",12,21,0,9,6,2,0,11,0,6,4,0,0,6,0,0,1,0,2,0
"SLC7A6OS",27,64,0,11,0,0,1,6,70,0,0,0,0,5,0,0,14,0,5,0
"SLC7A7",148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC8A1",3,11,0,0,0,8,6,7,32,16,11,36,33,2,0,22,8,4,46,1
"SLC8A1-AS1",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"SLC8A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC8A3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A1",0,0,0,6,0,0,0,0,1,1,0,9,0,7,84,0,0,0,30,37
"SLC9A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A3R1",11,0,0,13,1,0,0,1,35,0,39,0,1,2,30,1,0,0,97,48
"SLC9A3R2",0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,19
"SLC9A4",2,1,0,3,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0
"SLC9A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A6",0,9,0,0,0,0,0,31,0,0,0,4,0,0,0,0,16,0,39,0
"SLC9A7",7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"SLC9A7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A8",0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SLC9A9",0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0
"SLC9A9-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9B1",0,2,0,1,0,1,1,0,5,0,1,1,1,0,0,2,1,0,2,1
"SLC9B2",0,0,164,0,0,33,8,0,1,0,0,0,0,0,0,20,0,2,11,0
"SLC9C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
